,Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min,sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning,season
137,2012-2013,Manchester United,Jonny Evans,1903,51,21,30,0.0157645822385706,169588.0,/player/169588/jonny-evans/130034/,J. Evans,Jonny Evans,24.0,Northern Ireland,Manchester United,[England] Premier Le,CB,80.0,82kg / 181lbs,Right,79.0,CB,1.0,"Jan 1, 2006",,€4.6M,€50K,€0,283.0,51.0,27.0,83.0,77.0,45.0,221.0,38.0,31.0,24.0,61.0,67.0,328.0,69.0,73.0,50.0,79.0,57.0,291.0,41.0,79.0,74.0,73.0,24.0,274.0,77.0,83.0,27.0,44.0,43.0,,240.0,78.0,83.0,79.0,62.0,11.0,15.0,14.0,7.0,1699.0,366.0,3.0,2.0,Low,Medium,2.0,71.0,31.0,58.0,51.0,81.0,74.0,2012-2013
138,2012-2013,Manchester United,Tom Cleverley,1448,34,13,21,0.0145027624309392,189725.0,/player/189725/tom-cleverley/130034/,T. Cleverley,Tom Cleverley,22.0,England,Manchester United,[England] Premier Le,CAM,83.0,67kg / 148lbs,Right,78.0,CAM,5.0,"Aug 1, 2008",,€11.5M,€40K,€0,326.0,75.0,54.0,47.0,83.0,67.0,361.0,81.0,58.0,61.0,78.0,83.0,380.0,76.0,77.0,75.0,75.0,77.0,343.0,74.0,62.0,68.0,64.0,75.0,351.0,65.0,59.0,73.0,82.0,72.0,,131.0,38.0,49.0,44.0,55.0,14.0,10.0,11.0,12.0,1947.0,413.0,3.0,3.0,High,Medium,2.0,77.0,65.0,78.0,81.0,47.0,65.0,2012-2013
139,2012-2013,Manchester United,Ryan Giggs,1140,26,12,14,0.0122807017543859,241.0,/player/241/ryan-giggs/130034/,R. Giggs,Ryan Giggs,38.0,Wales,Manchester United,[England] Premier Le,LW,80.0,71kg / 157lbs,Left,81.0,LW,0.0,"Dec 1, 1990",,€1.3M,€50K,€0,389.0,88.0,74.0,63.0,83.0,81.0,420.0,84.0,87.0,82.0,81.0,86.0,353.0,67.0,63.0,76.0,75.0,72.0,321.0,73.0,59.0,51.0,64.0,74.0,367.0,63.0,48.0,81.0,84.0,91.0,,117.0,26.0,46.0,45.0,32.0,10.0,5.0,5.0,5.0,1999.0,409.0,2.0,3.0,Medium,Medium,2.0,65.0,75.0,84.0,83.0,42.0,60.0,2012-2013
140,2012-2013,Manchester United,Antonio Valencia,2198,51,27,24,0.010919017288444,167905.0,/player/167905/antonio-valencia/130034/,A. Valencia,Antonio Valencia,26.0,Ecuador,Manchester United,[England] Premier Le,RM,83.0,78kg / 172lbs,Right,82.0,RM,0.0,"Jun 30, 2009",,€10M,€80K,€0,361.0,84.0,62.0,65.0,81.0,69.0,378.0,83.0,81.0,65.0,68.0,81.0,416.0,89.0,88.0,81.0,84.0,74.0,362.0,81.0,63.0,82.0,73.0,63.0,352.0,73.0,42.0,81.0,85.0,71.0,,142.0,42.0,49.0,51.0,46.0,15.0,10.0,6.0,6.0,2057.0,440.0,2.0,4.0,Medium,Medium,3.0,88.0,68.0,80.0,82.0,47.0,75.0,2012-2013
141,2011-2012,Manchester United,David de Gea,2610,67,27,40,0.0153256704980842,193080.0,/player/193080/david-de-gea-quintana/120002/,De Gea,David de Gea,20.0,Spain,Manchester United,[England] Premier Le,GK,84.0,82kg / 181lbs,Right,78.0,GK,6.0,"Jan 1, 2011",,€9.5M,€50K,€0,88.0,17.0,13.0,14.0,31.0,13.0,101.0,13.0,15.0,19.0,32.0,22.0,284.0,51.0,55.0,66.0,69.0,43.0,214.0,31.0,67.0,40.0,64.0,12.0,144.0,38.0,23.0,18.0,44.0,21.0,,38.0,13.0,12.0,13.0,398.0,80.0,75.0,75.0,84.0,1267.0,451.0,3.0,1.0,Medium,Medium,2.0,80.0,75.0,84.0,84.0,53.0,75.0,2011-2012
142,2011-2012,Manchester United,Javier Hernández,1468,40,9,31,0.021117166212534,178224.0,/player/178224/javier-hernandez/120002/,J. Hernández,Javier Hernández,23.0,Mexico,Manchester United,[England] Premier Le,ST,86.0,62kg / 137lbs,Right,82.0,ST,3.0,"Jan 1, 2010",,€17M,€100K,€0,375.0,62.0,87.0,83.0,68.0,75.0,324.0,71.0,67.0,52.0,55.0,79.0,429.0,91.0,89.0,81.0,84.0,84.0,365.0,77.0,85.0,75.0,56.0,72.0,326.0,59.0,26.0,88.0,72.0,81.0,,70.0,22.0,29.0,19.0,58.0,14.0,12.0,12.0,11.0,1947.0,406.0,4.0,3.0,Medium,Medium,3.0,90.0,81.0,65.0,76.0,31.0,63.0,2011-2012
143,2011-2012,Manchester United,Wayne Rooney,2834,76,24,52,0.018348623853211,54050.0,/player/54050/wayne-rooney/120002/,W. Rooney,Wayne Rooney,25.0,England,Manchester United,[England] Premier Le,CF,92.0,79kg / 174lbs,Right,87.0,CF,2.0,"Jan 1, 2004",,€38.5M,€200K,€0,422.0,79.0,90.0,80.0,84.0,89.0,421.0,83.0,84.0,82.0,84.0,88.0,406.0,82.0,84.0,80.0,87.0,73.0,433.0,91.0,79.0,90.0,88.0,85.0,395.0,92.0,43.0,91.0,84.0,85.0,,123.0,32.0,54.0,37.0,49.0,10.0,11.0,8.0,7.0,2249.0,474.0,4.0,3.0,High,High,5.0,83.0,89.0,83.0,84.0,46.0,89.0,2011-2012
144,2011-2012,Manchester United,Phil Jones,2121,45,18,27,0.0127298444130127,194957.0,/player/194957/phil-jones/120002/,P. Jones,Phil Jones,19.0,England,Manchester United,[England] Premier Le,CB,89.0,71kg / 157lbs,Right,78.0,CB,11.0,"Jan 1, 2011",,€15M,€50K,€0,317.0,59.0,46.0,74.0,79.0,59.0,266.0,57.0,37.0,34.0,66.0,72.0,342.0,69.0,76.0,52.0,78.0,67.0,352.0,67.0,84.0,74.0,69.0,58.0,283.0,78.0,79.0,41.0,58.0,27.0,,241.0,80.0,83.0,78.0,46.0,9.0,7.0,15.0,10.0,1847.0,406.0,3.0,2.0,Medium,High,2.0,73.0,52.0,65.0,63.0,80.0,73.0,2011-2012
145,2011-2012,Manchester United,Ashley Young,1561,39,16,23,0.0147341447789878,152908.0,/player/152908/ashley-young/120002/,A. Young,Ashley Young,25.0,England,Manchester United,[England] Premier Le,RW,88.0,65kg / 143lbs,Right,83.0,RW,5.0,"Jan 1, 2011",,€18.5M,€110K,€0,348.0,87.0,74.0,40.0,73.0,74.0,410.0,87.0,84.0,84.0,70.0,85.0,434.0,93.0,93.0,89.0,76.0,83.0,338.0,77.0,57.0,79.0,48.0,77.0,324.0,45.0,46.0,76.0,83.0,74.0,,103.0,24.0,29.0,50.0,67.0,15.0,9.0,15.0,14.0,2024.0,422.0,3.0,4.0,High,Medium,3.0,93.0,75.0,78.0,86.0,34.0,56.0,2011-2012
146,2011-2012,Manchester United,Chris Smalling,1293,36,13,23,0.0177880897138437,189881.0,/player/189881/chris-smalling/120002/,C. Smalling,Chris Smalling,21.0,England,Manchester United,[England] Premier Le,CB,84.0,81kg / 179lbs,Right,78.0,CB,6.0,"Jan 1, 2010",,€11.5M,€50K,€0,245.0,55.0,15.0,79.0,73.0,23.0,221.0,61.0,25.0,16.0,53.0,66.0,323.0,73.0,75.0,51.0,79.0,45.0,270.0,41.0,66.0,77.0,76.0,10.0,270.0,77.0,82.0,21.0,48.0,42.0,,242.0,82.0,82.0,78.0,66.0,9.0,14.0,14.0,14.0,1637.0,370.0,3.0,2.0,Medium,Medium,2.0,74.0,21.0,56.0,62.0,81.0,76.0,2011-2012
147,2011-2012,Manchester United,Michael Carrick,2492,63,19,44,0.0176565008025682,21146.0,/player/21146/michael-carrick/120002/,M. Carrick,Michael Carrick,29.0,England,Manchester United,[England] Premier Le,CM,81.0,74kg / 163lbs,Right,80.0,CM,0.0,"Jan 1, 2006",,€6.5M,€60K,€0,364.0,76.0,63.0,73.0,85.0,67.0,382.0,74.0,64.0,75.0,86.0,83.0,328.0,62.0,65.0,58.0,80.0,63.0,380.0,78.0,72.0,79.0,75.0,76.0,386.0,72.0,86.0,71.0,79.0,78.0,,217.0,71.0,74.0,72.0,60.0,13.0,12.0,15.0,9.0,2117.0,440.0,4.0,2.0,Medium,High,3.0,64.0,70.0,81.0,75.0,75.0,75.0,2011-2012
148,2011-2012,Manchester United,Rio Ferdinand,2565,57,23,34,0.0132553606237816,7289.0,/player/7289/rio-ferdinand/120002/,R. Ferdinand,Rio Ferdinand,32.0,England,Manchester United,[England] Premier Le,CB,84.0,82kg / 181lbs,Right,83.0,CB,0.0,"Jan 1, 2002",,€6.5M,€100K,€0,295.0,45.0,39.0,86.0,74.0,51.0,277.0,58.0,51.0,27.0,73.0,68.0,301.0,61.0,62.0,54.0,80.0,44.0,291.0,59.0,65.0,55.0,83.0,29.0,309.0,81.0,86.0,32.0,56.0,54.0,,262.0,86.0,90.0,86.0,40.0,12.0,9.0,9.0,5.0,1775.0,388.0,3.0,2.0,Medium,Medium,3.0,62.0,42.0,61.0,61.0,87.0,75.0,2011-2012
149,2011-2012,Manchester United,Patrice Evra,3238,86,29,57,0.0176034589252625,52091.0,/player/52091/patrice-evra/120002/,P. Evra,Patrice Evra,30.0,France,Manchester United,[England] Premier Le,LB,84.0,72kg / 159lbs,Left,83.0,LB,0.0,"Jan 1, 2006",,€9.5M,€100K,€0,328.0,78.0,41.0,74.0,82.0,53.0,352.0,77.0,70.0,51.0,73.0,81.0,397.0,77.0,79.0,84.0,82.0,75.0,359.0,74.0,87.0,84.0,76.0,38.0,358.0,86.0,83.0,67.0,64.0,58.0,,261.0,83.0,87.0,91.0,57.0,15.0,15.0,14.0,7.0,2112.0,446.0,2.0,3.0,High,Medium,3.0,78.0,50.0,74.0,79.0,84.0,81.0,2011-2012
150,2011-2012,Manchester United,Paul Scholes,1169,31,7,24,0.020530367835757,246.0,/player/246/paul-scholes/120002/,P. Scholes,Paul Scholes,36.0,England,Manchester United,[England] Premier Le,CAM,81.0,74kg / 163lbs,Right,83.0,CAM,0.0,"Jan 1, 2012",,€1.2M,€50K,€0,394.0,83.0,65.0,72.0,89.0,85.0,394.0,75.0,74.0,67.0,90.0,88.0,343.0,53.0,55.0,71.0,82.0,82.0,354.0,88.0,64.0,47.0,71.0,84.0,421.0,87.0,79.0,85.0,93.0,77.0,,143.0,58.0,49.0,36.0,47.0,7.0,12.0,15.0,8.0,2096.0,423.0,3.0,3.0,Medium,Medium,2.0,54.0,76.0,87.0,79.0,59.0,68.0,2011-2012
151,2011-2012,Manchester United,Antonio Valencia,2114,55,16,39,0.0184484389782403,167905.0,/player/167905/antonio-valencia/120002/,A. Valencia,Antonio Valencia,25.0,Ecuador,Manchester United,[England] Premier Le,RM,85.0,73kg / 161lbs,Right,82.0,RM,2.0,"Jan 1, 2009",,€12.5M,€90K,€0,368.0,86.0,66.0,68.0,79.0,69.0,376.0,83.0,80.0,65.0,67.0,81.0,412.0,92.0,93.0,81.0,81.0,65.0,363.0,84.0,63.0,79.0,73.0,64.0,353.0,77.0,44.0,79.0,82.0,71.0,,147.0,47.0,49.0,51.0,46.0,15.0,10.0,6.0,6.0,2065.0,448.0,2.0,4.0,Medium,Medium,3.0,93.0,70.0,79.0,81.0,50.0,75.0,2011-2012
152,2011-2012,Manchester United,Rafael,1001,28,12,16,0.0159840159840159,189681.0,/player/189681/rafael-pereira-da-silva/120002/,Rafael,Rafael Pereira da Silva,20.0,Brazil,Manchester United,[England] Premier Le,RWB,82.0,69kg / 152lbs,Right,77.0,RWB,6.0,"Jan 1, 2008",,€8M,€50K,€0,316.0,75.0,48.0,59.0,76.0,58.0,344.0,77.0,71.0,50.0,67.0,79.0,410.0,85.0,83.0,82.0,76.0,84.0,337.0,63.0,73.0,74.0,65.0,62.0,324.0,83.0,71.0,59.0,62.0,49.0,,238.0,77.0,82.0,79.0,42.0,13.0,6.0,11.0,7.0,2011.0,434.0,4.0,3.0,High,Medium,2.0,84.0,55.0,70.0,78.0,76.0,71.0,2011-2012
153,2011-2012,Manchester United,Dimitar Berbatov,516,13,6,7,0.0135658914728682,30110.0,/player/30110/dimitar-berbatov/120002/,D. Berbatov,Dimitar Berbatov,30.0,Bulgaria,Manchester United,[England] Premier Le,ST,82.0,80kg / 176lbs,Right,81.0,ST,0.0,"Jan 1, 2008",,€10.5M,€80K,€0,420.0,78.0,88.0,85.0,83.0,86.0,388.0,82.0,77.0,65.0,77.0,87.0,330.0,68.0,68.0,69.0,73.0,52.0,359.0,84.0,75.0,58.0,72.0,70.0,298.0,42.0,28.0,81.0,75.0,72.0,,35.0,11.0,14.0,10.0,53.0,15.0,6.0,8.0,15.0,1883.0,394.0,3.0,4.0,Low,Low,3.0,68.0,82.0,78.0,80.0,23.0,63.0,2011-2012
154,2011-2012,Manchester United,Ryan Giggs,1461,34,13,21,0.0143737166324435,241.0,/player/241/ryan-giggs/120002/,R. Giggs,Ryan Giggs,37.0,Wales,Manchester United,[England] Premier Le,CAM,82.0,70kg / 154lbs,Left,83.0,CAM,0.0,"Jan 1, 1990",,€550K,€70K,€0,393.0,88.0,76.0,63.0,85.0,81.0,421.0,84.0,87.0,82.0,81.0,87.0,367.0,73.0,67.0,80.0,75.0,72.0,327.0,75.0,59.0,52.0,64.0,77.0,365.0,63.0,48.0,87.0,86.0,81.0,,117.0,26.0,46.0,45.0,32.0,10.0,5.0,5.0,5.0,2022.0,418.0,3.0,3.0,Medium,Medium,3.0,70.0,77.0,85.0,83.0,42.0,61.0,2011-2012
155,2011-2012,Manchester United,Nani,2101,51,20,31,0.0147548786292241,139068.0,/player/139068/luis-carlos-almeida-da-cunha/120002/,Nani,Luís Carlos Almeida da Cunha,24.0,Portugal,Manchester United,[England] Premier Le,RW,89.0,66kg / 146lbs,Right,86.0,RW,3.0,"Jan 1, 2007",,€26.5M,€140K,€0,367.0,85.0,79.0,46.0,82.0,75.0,408.0,89.0,80.0,74.0,77.0,88.0,431.0,89.0,85.0,93.0,79.0,85.0,369.0,85.0,51.0,80.0,69.0,84.0,331.0,58.0,31.0,85.0,85.0,72.0,,57.0,15.0,22.0,20.0,40.0,5.0,10.0,6.0,6.0,2003.0,431.0,4.0,5.0,High,Medium,3.0,87.0,81.0,82.0,88.0,24.0,69.0,2011-2012
