Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2020-2021,Sheffield United,Manchester City,0,1,"['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'Sander Berge', 'Oliver McBurnie', 'John Egan', 'Max Lowe', 'Ethan Ampadu', 'Ben Osborn', 'Rhian Brewster']","['Michael Verrips', 'John Lundstram', 'Billy Sharp', 'Oliver Burke', 'Oliver Norwood', 'David McGoldrick', 'Jack Robinson']","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Ferrán Torres', 'Riyad Mahrez', 'João Cancelo']","['James Trafford', 'John Stones', 'Nathan Aké', 'İlkay Gündoğan', 'Oleksandr Zinchenko', 'Phil Foden', 'Eric García']",[],[28],"[[55, 'Ben Osborn', 'John Lundstram'], [65, 'Ethan Ampadu', 'Oliver Norwood'], [81, 'Max Lowe', 'David McGoldrick']]","[[81, 'Ferrán Torres', 'Phil Foden'], [85, 'Riyad Mahrez', 'İlkay Gündoğan']]",[],[]
2020-2021,Burnley,Chelsea,0,3,"['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Dale Stephens', 'Ashley Westwood', 'Kevin Long']","['Bailey Peacock-Farrell', 'Robbie Brady', 'Jay Rodriguez', 'Matěj Vydra', 'Max Thompson', 'Jimmy Dunne', 'Lewis Richardson']","['Edouard Mendy', 'Thiago Silva', ""N'Golo Kanté"", 'Tammy Abraham', 'Timo Werner', 'Kurt Zouma', 'Mason Mount', 'Ben Chilwell', 'Hakim Ziyech', 'Reece James', 'Kai Havertz']","['Willy Caballero', 'Karlo Ziger', 'Antonio Rüdiger', 'Jorginho', 'Olivier Giroud', 'Callum Hudson-Odoi', 'César Azpilicueta']",[],"[26, 63, 70]","[[46, 'Dale Stephens', 'Jay Rodriguez'], [73, 'Ashley Barnes', 'Robbie Brady']]","[[73, 'Hakim Ziyech', 'Callum Hudson-Odoi'], [77, 'Tammy Abraham', 'Olivier Giroud'], [86, 'Kai Havertz', 'Jorginho']]",[],[]
2020-2021,Liverpool,West Ham United,2,1,"['Alisson', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Curtis Jones', 'Andrew Robertson', 'Nathaniel Phillips', 'Trent Alexander-Arnold']","['Adrián', 'James Milner', 'Takumi Minamino', 'Diogo Jota', 'Xherdan Shaqiri', 'Rhys Williams', 'Neco Williams']","['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Sébastien Haller', 'Arthur Masuaku', 'Tomáš Souček', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Saïd Benrahma', 'Manuel Lanzini', 'Robert Snodgrass', 'Issa Diop', 'Ryan Fredericks']","[42, 85]",[10],"[[70, 'Curtis Jones', 'Xherdan Shaqiri'], [70, 'Roberto Firmino', 'Diogo Jota'], [90, 'Mohamed Salah', 'James Milner']]","[[74, 'Sébastien Haller', 'Andriy Yarmolenko'], [88, 'Arthur Masuaku', 'Manuel Lanzini'], [89, 'Jarrod Bowen', 'Saïd Benrahma']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2020-2021,Aston Villa,Southampton,3,4,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Conor Hourihane', 'Trézéguet', 'Marvelous Nakamba', 'Björn Engels', 'Ahmed Elmohamady', 'Keinan Davis']","['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Stuart Armstrong', 'Theo Walcott', 'Jan Bednarek']","['Fraser Forster', 'Jack Stephens', 'Shane Long', 'Nathan Redmond', 'Moussa Djenepo', 'Ibrahima Diallo', 'Dan Nlundulu']","[62, 90, 90]","[20, 33, 45, 58]","[[29, 'Bertrand Traoré', 'Trézéguet'], [67, 'Matty Cash', 'Ahmed Elmohamady']]","[[46, 'Jan Bednarek', 'Jack Stephens'], [79, 'Ryan Bertrand', 'Ibrahima Diallo'], [85, 'Danny Ings', 'Shane Long']]",[],[]
2020-2021,Newcastle United,Everton,2,1,"['Karl Darlow', 'Fabian Schär', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Callum Wilson', 'Jamal Lewis', 'Jeff Hendrick', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","['Mark Gillespie', 'Ciaran Clark', 'Andy Carroll', 'Joelinton', 'Isaac Hayden', 'Javier Manquillo', 'Ryan Fraser']","['Robin Olsen', 'Jonjoe Kenny', 'Michael Keane', 'Allan', 'Fabian Delph', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Yerry Mina', 'Abdoulaye Doucouré', 'Niels Nkounkou', 'André Gomes']","['Jordan Pickford', 'Cenk Tosun', 'Alex Iwobi', 'Bernard', 'Anthony Gordon', 'Jarrad Branthwaite', 'Ellis Simms']","[56, 84]",[90],"[[74, 'Allan Saint-Maximin', 'Ryan Fraser'], [83, 'Miguel Almirón', 'Isaac Hayden'], [87, 'Callum Wilson', 'Andy Carroll']]","[[60, 'André Gomes', 'Bernard'], [69, 'Niels Nkounkou', 'Cenk Tosun'], [77, 'Jonjoe Kenny', 'Alex Iwobi']]",[],[]
2020-2021,Manchester United,Arsenal,0,1,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Marcus Rashford', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Dean Henderson', 'Edinson Cavani', 'Juan Mata', 'Nemanja Matić', 'Brandon Williams', 'Donny van de Beek', 'Axel Tuanzebe']","['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Alexandre Lacazette', 'Willian', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Thomas Partey', 'Mohamed Elneny']","['Rúnar Alex Rúnarsson', 'Dani Ceballos', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'Shkodran Mustafi', 'Eddie Nketiah', 'Granit Xhaka']",[],[69],"[[62, 'Fred', 'Nemanja Matić'], [75, 'Bruno Fernandes', 'Donny van de Beek'], [75, 'Mason Greenwood', 'Edinson Cavani']]","[[76, 'Alexandre Lacazette', 'Eddie Nketiah'], [86, 'Willian', 'Ainsley Maitland-Niles'], [87, 'Pierre-Emerick Aubameyang', 'Shkodran Mustafi']]",[],[]
2020-2021,Tottenham Hotspur,Brighton & Hove Albion,2,1,"['Hugo Lloris', 'Matt Doherty', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Érik Lamela', 'Eric Dier', 'Moussa Sissoko', 'Tanguy Ndombele']","['Joe Hart', 'Harry Winks', 'Gareth Bale', 'Joe Rodon', 'Giovani Lo Celso', 'Lucas Moura', 'Ben Davies']","['Robert Sánchez', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Yves Bissouma', 'Leandro Trossard', 'Pascal Groß', 'Adam Lallana', 'Solly March', 'Dan Burn', 'Joël Veltman']","['Mathew Ryan', 'Alexis Mac Allister', 'Steven Alzate', 'Danny Welbeck', 'Davy Pröpper', 'Andi Zeqiri', 'Bernardo']","[13, 73]",[56],"[[64, 'Tanguy Ndombele', 'Giovani Lo Celso'], [70, 'Érik Lamela', 'Gareth Bale'], [85, 'Son Heung-min', 'Ben Davies']]","[[65, 'Solly March', 'Bernardo'], [74, 'Leandro Trossard', 'Danny Welbeck'], [79, 'Tariq Lamptey', 'Alexis Mac Allister']]",[],[]
2020-2021,Fulham,West Bromwich Albion,2,0,"['Alphonse Areola', 'Joachim Andersen', 'Aleksandar Mitrović', 'Tom Cairney', 'Bobby Reid', 'Tosin Adarabioyo', 'Mario Lemina', 'Ademola Lookman', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Denis Odoi', 'Tim Ream', 'Ruben Loftus-Cheek', 'Ivan Cavaleiro', 'Harrison Reed', 'Joe Bryan']","['Sam Johnstone', 'Darnell Furlong', 'Semi Ajayi', 'Jake Livermore', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Filip Krovinović', 'Conor Gallagher', 'Branislav Ivanović', 'Karlan Grant']","['David Button', 'Kieran Gibbs', 'Kyle Bartley', 'Callum Robinson', 'Matt Phillips', 'Romaine Sawyers', 'Kyle Edwards']","[26, 30]",[],"[[46, 'Mario Lemina', 'Harrison Reed'], [85, 'Bobby Reid', 'Ivan Cavaleiro'], [90, 'Ademola Lookman', 'Joe Bryan']]","[[56, 'Matheus Pereira', 'Callum Robinson'], [56, 'Jake Livermore', 'Romaine Sawyers'], [70, 'Filip Krovinović', 'Matt Phillips']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2020-2021,Leeds United,Leicester City,1,4,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Liam Cooper', 'Patrick Bamford', 'Stuart Dallas', 'Hélder Costa', 'Pablo Hernández', 'Jack Harrison', 'Mateusz Klich', 'Jamie Shackleton']","['Kiko Casilla', 'Ian Carlo Poveda', 'Ezgjan Alioski', 'Tyler Roberts', 'Pascal Struijk', 'Leif Davis', 'Oliver Casey']","['Kasper Schmeichel', 'James Justin', 'Wesley Fofana', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Harvey Barnes', 'Nampalys Mendy', 'Dennis Praet', 'Christian Fuchs', 'Luke Thomas']","['Danny Ward', 'Wes Morgan', 'James Maddison', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Cengiz Ünder', 'Hamza Choudhury']",[48],"[2, 21, 76, 90]","[[46, 'Jamie Shackleton', 'Ian Carlo Poveda'], [67, 'Pablo Hernández', 'Tyler Roberts'], [81, 'Stuart Dallas', 'Ezgjan Alioski']]","[[63, 'Dennis Praet', 'James Maddison'], [71, 'Harvey Barnes', 'Cengiz Ünder'], [85, 'Jamie Vardy', 'Wes Morgan']]",[],[]
2020-2021,Brighton & Hove Albion,Burnley,0,0,"['Mathew Ryan', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Yves Bissouma', 'Neal Maupay', 'Pascal Groß', 'Adam Lallana', 'Danny Welbeck', 'Dan Burn', 'Joël Veltman']","['Jason Steele', 'Aaron Connolly', 'Alexis Mac Allister', 'Alireza Jahanbakhsh', 'Steven Alzate', 'Davy Pröpper', 'Bernardo']","['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Robbie Brady', 'Ashley Westwood']","['Bailey Peacock-Farrell', 'Jóhann Berg Guðmundsson', 'Jay Rodriguez', 'Matěj Vydra', 'Kevin Long', 'Max Thompson', 'Jimmy Dunne']",[],[],"[[83, 'Joël Veltman', 'Alireza Jahanbakhsh'], [86, 'Danny Welbeck', 'Aaron Connolly']]","[[70, 'Ashley Barnes', 'Jay Rodriguez'], [83, 'Chris Wood', 'Matěj Vydra']]",[],[]
2020-2021,Southampton,Newcastle United,2,0,"['Alex McCarthy', 'Kyle Walker-Peters', 'Jannik Vestergaard', 'Jack Stephens', 'Oriol Romeu', 'James Ward-Prowse', 'Che Adams', 'Moussa Djenepo', 'Stuart Armstrong', 'Theo Walcott', 'Jan Bednarek']","['Fraser Forster', 'Shane Long', 'Nathan Redmond', 'Nathan Tella', 'Ibrahima Diallo', 'Kayne Ramsey', 'Dan Nlundulu']","['Karl Darlow', 'Fabian Schär', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Callum Wilson', 'Jamal Lewis', 'Jeff Hendrick', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","['Mark Gillespie', 'Ciaran Clark', 'Matthew Longstaff', 'Andy Carroll', 'Joelinton', 'Isaac Hayden', 'Javier Manquillo']","[7, 82]",[],"[[74, 'Moussa Djenepo', 'Nathan Redmond'], [88, 'Theo Walcott', 'Shane Long']]","[[61, 'Jeff Hendrick', 'Matthew Longstaff'], [78, 'Callum Wilson', 'Andy Carroll'], [79, 'Jacob Murphy', 'Joelinton']]",[],[]
2020-2021,Everton,Manchester United,1,3,"['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Allan', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Abdoulaye Doucouré', 'James Rodríguez', 'Bernard', 'Séamus Coleman']","['Robin Olsen', 'Yerry Mina', 'Cenk Tosun', 'Alex Iwobi', 'André Gomes', 'Ben Godfrey', 'Tom Davies']","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Juan Mata', 'Anthony Martial', 'Marcus Rashford', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Dean Henderson', 'Paul Pogba', 'Edinson Cavani', 'Daniel James', 'Nemanja Matić', 'Donny van de Beek', 'Axel Tuanzebe']",[19],"[25, 32, 90]","[[66, 'Gylfi Sigurðsson', 'Alex Iwobi'], [80, 'James Rodríguez', 'Cenk Tosun']]","[[67, 'Luke Shaw', 'Axel Tuanzebe'], [82, 'Juan Mata', 'Paul Pogba'], [82, 'Anthony Martial', 'Edinson Cavani']]",[],[]
2020-2021,Crystal Palace,Leeds United,4,1,"['Vicente Guaita', 'Patrick van Aanholt', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Andros Townsend', 'Wilfried Zaha', 'Nathaniel Clyne', 'James McArthur', 'Eberechi Eze', 'Jaïro Riedewald']","['Jack Butland', 'Mamadou Sakho', 'Jeffrey Schlupp', 'Christian Benteke', 'James McCarthy', 'Michy Batshuayi', 'Gary Cahill']","['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Liam Cooper', 'Patrick Bamford', 'Ezgjan Alioski', 'Stuart Dallas', 'Hélder Costa', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Kiko Casilla', 'Ian Carlo Poveda', 'Tyler Roberts', 'Raphinha', 'Leif Davis', 'Jack Jenkins', 'Oliver Casey']","[12, 22, 70]",[27],"[[71, 'Andros Townsend', 'Jeffrey Schlupp'], [77, 'Jaïro Riedewald', 'James McCarthy'], [85, 'Jordan Ayew', 'Christian Benteke']]","[[46, 'Hélder Costa', 'Raphinha'], [71, 'Pascal Struijk', 'Tyler Roberts']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2020-2021,Chelsea,Sheffield United,4,1,"['Edouard Mendy', 'Thiago Silva', ""N'Golo Kanté"", 'Tammy Abraham', 'Timo Werner', 'Kurt Zouma', 'Mateo Kovačić', 'Mason Mount', 'Ben Chilwell', 'Hakim Ziyech', 'Reece James']","['Willy Caballero', 'Antonio Rüdiger', 'Jorginho', 'Olivier Giroud', 'Callum Hudson-Odoi', 'César Azpilicueta', 'Emerson Palmieri']","['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'John Lundstram', 'Sander Berge', 'John Egan', 'Max Lowe', 'Oliver Norwood', 'David McGoldrick', 'Rhian Brewster']","['Michael Verrips', 'Oliver McBurnie', 'Billy Sharp', 'Oliver Burke', 'Phil Jagielka', 'Jack Robinson', 'Ben Osborn']","[23, 34, 77, 80]",[9],"[[71, 'Mateo Kovačić', 'Jorginho'], [87, 'Timo Werner', 'Olivier Giroud']]","[[62, 'Oliver Norwood', 'Ben Osborn'], [63, 'Rhian Brewster', 'Oliver McBurnie']]",[],[]
2020-2021,West Ham United,Fulham,1,0,"['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Sébastien Haller', 'Arthur Masuaku', 'Tomáš Souček', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Saïd Benrahma', 'Manuel Lanzini', 'Robert Snodgrass', 'Issa Diop', 'Ryan Fredericks']","['Alphonse Areola', 'Joachim Andersen', 'Aleksandar Mitrović', 'Tom Cairney', 'Bobby Reid', 'Tosin Adarabioyo', 'Ademola Lookman', 'Harrison Reed', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Michael Hector', 'Neeskens Kebano', 'Tim Ream', 'Ruben Loftus-Cheek', 'Ivan Cavaleiro', 'Joe Bryan']",[90],[],"[[63, 'Angelo Ogbonna', 'Issa Diop'], [72, 'Pablo Fornals', 'Saïd Benrahma'], [72, 'Jarrod Bowen', 'Manuel Lanzini']]","[[83, 'Bobby Reid', 'Ruben Loftus-Cheek'], [90, 'Andre-Frank Zambo Anguissa', 'Ivan Cavaleiro']]",[],[]
2020-2021,West Bromwich Albion,Tottenham Hotspur,0,1,"['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Semi Ajayi', 'Callum Robinson', 'Jake Livermore', 'Conor Townsend', 'Filip Krovinović', 'Conor Gallagher', ""Dara O'Shea"", 'Karlan Grant']","['David Button', 'Kieran Gibbs', 'Matt Phillips', 'Grady Diangana', 'Romaine Sawyers', 'Kyle Edwards', 'Lee Peltier']","['Hugo Lloris', 'Matt Doherty', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Gareth Bale', 'Harry Kane', 'Eric Dier', 'Moussa Sissoko', 'Tanguy Ndombele']","['Joe Hart', 'Joe Rodon', 'Giovani Lo Celso', 'Serge Aurier', 'Lucas Moura', 'Ben Davies', 'Carlos Vinícius']",[],[88],"[[67, 'Callum Robinson', 'Grady Diangana'], [84, 'Karlan Grant', 'Matt Phillips'], [89, 'Jake Livermore', 'Kyle Edwards']]","[[64, 'Tanguy Ndombele', 'Giovani Lo Celso'], [78, 'Gareth Bale', 'Lucas Moura'], [79, 'Moussa Sissoko', 'Carlos Vinícius']]",[],[]
2020-2021,Leicester City,Wolverhampton Wanderers,1,0,"['Kasper Schmeichel', 'James Justin', 'Wesley Fofana', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Nampalys Mendy', 'Dennis Praet', 'Christian Fuchs', 'Luke Thomas']","['Danny Ward', 'Wes Morgan', 'Marc Albrighton', 'Kelechi Iheanacho', 'Harvey Barnes', 'Cengiz Ünder', 'Hamza Choudhury']","['Rui Patrício', 'Rayan Aït Nouri', 'Pedro Neto', 'Rúben Neves', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Leander Dendoncker', 'Max Kilman']","['John Ruddy', 'Fernando Marçal', 'Fábio Silva', 'Romain Saïss', 'João Moutinho', 'Adama Traoré', 'Owen Otasowie']",[15],[],"[[46, 'Luke Thomas', 'Marc Albrighton'], [72, 'James Maddison', 'Harvey Barnes'], [80, 'Dennis Praet', 'Wes Morgan']]","[[60, 'Daniel Podence', 'Adama Traoré'], [76, 'Rayan Aït Nouri', 'Fernando Marçal'], [79, 'Pedro Neto', 'Fábio Silva']]",[],[]
2020-2021,Manchester City,Liverpool,1,1,"['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'İlkay Gündoğan', 'Gabriel Jesus', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Ferrán Torres', 'João Cancelo']","['Zack Steffen', 'John Stones', 'Nathan Aké', 'Oleksandr Zinchenko', 'Bernardo Silva', 'Phil Foden', 'Eric García']","['Alisson', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Diogo Jota', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Adrián', 'James Milner', 'Naby Keïta', 'Curtis Jones', 'Xherdan Shaqiri', 'Divock Origi', 'Nathaniel Phillips']",[31],[13],"[[61, 'Ferrán Torres', 'Bernardo Silva']]","[[59, 'Roberto Firmino', 'Xherdan Shaqiri'], [63, 'Trent Alexander-Arnold', 'James Milner']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2020-2021,Arsenal,Aston Villa,0,3,"['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Alexandre Lacazette', 'Willian', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Thomas Partey', 'Mohamed Elneny']","['Rúnar Alex Rúnarsson', 'Dani Ceballos', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'David Luiz', 'Eddie Nketiah', 'Granit Xhaka']","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Trézéguet', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Neil Taylor', 'Conor Hourihane', 'Marvelous Nakamba', 'Anwar El Ghazi', 'Ahmed Elmohamady', 'Keinan Davis']",[],"[72, 75]","[[46, 'Thomas Partey', 'Dani Ceballos'], [65, 'Willian', 'Nicolas Pépé'], [65, 'Alexandre Lacazette', 'Eddie Nketiah']]","[[88, 'Trézéguet', 'Anwar El Ghazi']]",[],[]
2020-2021,Newcastle United,Chelsea,0,2,"['Karl Darlow', 'Ciaran Clark', 'Jamaal Lascelles', 'Joelinton', 'Allan Saint-Maximin', 'Isaac Hayden', 'Jamal Lewis', 'Federico Fernández', 'Javier Manquillo', 'Jacob Murphy', 'Sean Longstaff']","['Mark Gillespie', 'Fabian Schär', 'Andy Carroll', 'Jonjo Shelvey', 'Jeff Hendrick', 'Emil Krafth', 'Miguel Almirón']","['Edouard Mendy', 'Antonio Rüdiger', ""N'Golo Kanté"", 'Tammy Abraham', 'Timo Werner', 'Kurt Zouma', 'Mateo Kovačić', 'Mason Mount', 'Ben Chilwell', 'Hakim Ziyech', 'Reece James']","['Kepa Arrizabalaga', 'Andreas Christensen', 'Jorginho', 'Olivier Giroud', 'Callum Hudson-Odoi', 'César Azpilicueta', 'Emerson Palmieri']",[],[65],"[[46, 'Jamaal Lascelles', 'Fabian Schär'], [65, 'Javier Manquillo', 'Miguel Almirón'], [74, 'Allan Saint-Maximin', 'Andy Carroll']]","[[76, 'Timo Werner', 'Callum Hudson-Odoi'], [82, 'Ben Chilwell', 'Emerson Palmieri'], [87, 'Hakim Ziyech', 'Olivier Giroud']]",[],[]
2020-2021,Aston Villa,Brighton & Hove Albion,1,2,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Trézéguet', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Neil Taylor', 'Conor Hourihane', 'Bertrand Traoré', 'Marvelous Nakamba', 'Anwar El Ghazi', 'Ahmed Elmohamady']","['Mathew Ryan', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Pascal Groß', 'Adam Lallana', 'Danny Welbeck', 'Solly March']","['Jason Steele', 'Aaron Connolly', 'Alireza Jahanbakhsh', 'Steven Alzate', 'Dan Burn', 'Joël Veltman', 'Jayson Molumby']",[47],"[12, 56]","[[5, 'Ross Barkley', 'Bertrand Traoré'], [74, 'Bertrand Traoré', 'Anwar El Ghazi'], [75, 'Douglas Luiz', 'Conor Hourihane']]","[[46, 'Adam Lallana', 'Joël Veltman'], [80, 'Neal Maupay', 'Dan Burn'], [90, 'Pascal Groß', 'Jayson Molumby']]",[],"[[90, 'Tariq Lamptey']]"
2020-2021,Tottenham Hotspur,Manchester City,2,0,"['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Moussa Sissoko', 'Steven Bergwijn', 'Serge Aurier', 'Tanguy Ndombele']","['Joe Hart', 'Gareth Bale', 'Joe Rodon', 'Giovani Lo Celso', 'Lucas Moura', 'Ben Davies', 'Carlos Vinícius']","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Gabriel Jesus', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Ferrán Torres', 'Riyad Mahrez', 'João Cancelo']","['Zack Steffen', 'John Stones', 'Raheem Sterling', 'İlkay Gündoğan', 'Sergio Agüero', 'Phil Foden', 'Eric García']","[5, 65]",[],"[[65, 'Tanguy Ndombele', 'Giovani Lo Celso'], [73, 'Steven Bergwijn', 'Lucas Moura'], [81, 'Toby Alderweireld', 'Joe Rodon']]","[[72, 'Bernardo Silva', 'Phil Foden'], [72, 'Riyad Mahrez', 'Raheem Sterling']]",[],[]
2020-2021,Manchester United,West Bromwich Albion,1,0,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Juan Mata', 'Anthony Martial', 'Marcus Rashford', 'Fred', 'Bruno Fernandes', 'Alex Telles', 'Aaron Wan-Bissaka', 'Nemanja Matić']","['Dean Henderson', 'Edinson Cavani', 'Daniel James', 'Brandon Williams', 'Donny van de Beek', 'Axel Tuanzebe', 'Scott McTominay']","['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Semi Ajayi', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Conor Gallagher', 'Romaine Sawyers', 'Branislav Ivanović', 'Karlan Grant']","['David Button', 'Hal Robson-Kanu', 'Callum Robinson', 'Matt Phillips', 'Rekeem Harper', 'Filip Krovinović', ""Dara O'Shea""]",[56],[],"[[63, 'Juan Mata', 'Edinson Cavani'], [79, 'Marcus Rashford', 'Donny van de Beek'], [84, 'Fred', 'Scott McTominay']]","[[62, 'Grady Diangana', 'Hal Robson-Kanu'], [62, 'Karlan Grant', 'Callum Robinson'], [79, 'Branislav Ivanović', 'Filip Krovinović']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
