Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Wolverhampton Wanderers,Watford,4,0,"['José Sá', 'Rayan Aït Nouri', 'Rúben Neves', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Jonny Castro', 'Hwang Hee-chan', 'Romain Saïss', 'João Moutinho']","['John Ruddy', 'Fernando Marçal', 'Pedro Neto', 'Francisco Trincão', 'Fábio Silva', 'Chiquinho', 'Max Kilman', 'Leander Dendoncker', 'Luke Cundle']","[[61, 'Pedro Neto', 'Hwang Hee-chan'], [71, 'Fábio Silva', 'Raúl Jiménez'], [82, 'Chiquinho', 'Jonny Castro']]","['Ben Foster', 'Imran Louza', 'Joshua King', 'Tom Cleverley', 'Hassane Kamara', 'Craig Cathcart', 'Moussa Sissoko', 'Kiko Femenía', 'Samir Santos', 'Emmanuel Dennis', 'Cucho']","['Daniel Bachmann', 'Oghenekaro Etebo', 'Adam Masina', 'Ken Sema', 'Christian Kabasele', 'Samuel Kalu', 'Francisco Sierralta', 'Juraj Kucka', 'Edo Kayembe']","[[30, 'Christian Kabasele', 'Kiko Femenía'], [46, 'Samuel Kalu', 'Joshua King'], [73, 'Oghenekaro Etebo', 'Tom Cleverley']]","[13, 21, 85]",[],"[[61, 'Pedro Neto', 'Hwang Hee-chan'], [71, 'Fábio Silva', 'Raúl Jiménez'], [82, 'Chiquinho', 'Jonny Castro']]","[[30, 'Christian Kabasele', 'Kiko Femenía'], [46, 'Samuel Kalu', 'Joshua King'], [73, 'Oghenekaro Etebo', 'Tom Cleverley']]"
2021-2022,Southampton,Newcastle United,1,2,"['Fraser Forster', 'Kyle Walker-Peters', 'Oriol Romeu', 'James Ward-Prowse', 'Che Adams', 'Stuart Armstrong', 'Armando Broja', 'Valentino Livramento', 'Mohammed Salisu', 'Mohamed Elyounoussi', 'Jan Bednarek']","['Willy Caballero', 'Jack Stephens', 'Shane Long', 'Adam Armstrong', 'Romain Perraud', 'Moussa Djenepo', 'William Smallbone', 'Ibrahima Diallo', 'Yan Valery']","[[73, 'Adam Armstrong', 'Armando Broja'], [79, 'Shane Long', 'Oriol Romeu'], [85, 'Moussa Djenepo', 'Mohamed Elyounoussi']]","['Martin Dúbravka', 'Fabian Schär', 'Jonjo Shelvey', 'Matt Targett', 'Emil Krafth', 'Chris Wood', 'Ryan Fraser', 'Jacob Murphy', 'Joe Willock', 'Dan Burn', 'Bruno Guimarães']","['Karl Darlow', 'Paul Dummett', 'Jamaal Lascelles', 'Matt Ritchie', 'Javier Manquillo', 'Miguel Almirón', 'Dwight Gayle', 'Sean Longstaff', 'Lucas De Bolle']","[[67, 'Sean Longstaff', 'Bruno Guimarães'], [85, 'Miguel Almirón', 'Ryan Fraser'], [90, 'Javier Manquillo', 'Emil Krafth']]",[25],"[32, 52]","[[73, 'Adam Armstrong', 'Armando Broja'], [79, 'Shane Long', 'Oriol Romeu'], [85, 'Moussa Djenepo', 'Mohamed Elyounoussi']]","[[67, 'Sean Longstaff', 'Bruno Guimarães'], [85, 'Miguel Almirón', 'Ryan Fraser'], [90, 'Javier Manquillo', 'Emil Krafth']]"
2021-2022,Norwich City,Chelsea,1,3,"['Tim Krul', 'Max Aarons', 'Grant Hanley', 'Christoph Zimmermann', 'Ozan Kabak', 'Mathias Normann', 'Pierre Lees-Melou', 'Brandon Williams', 'Teemu Pukki', 'Kenny McLean', 'Josh Sargent']","['Angus Gunn', 'Ben Gibson', 'Lukas Rupp', 'Kieran Dowell', 'Przemysław Płacheta', 'Milot Rashica', 'Jakob Sørensen', 'Dimitris Giannoulis', 'Jon Rowe']","[[46, 'Milot Rashica', 'Mathias Normann'], [46, 'Lukas Rupp', 'Christoph Zimmermann'], [84, 'Jon Rowe', 'Josh Sargent']]","['Edouard Mendy', 'Andreas Christensen', 'Jorginho', 'Thiago Silva', 'Mateo Kovačić', 'Timo Werner', 'Trevoh Chalobah', 'Saúl Ñíguez', 'Mason Mount', 'César Azpilicueta', 'Kai Havertz']","['Kepa Arrizabalaga', 'Antonio Rüdiger', ""N'Golo Kanté"", 'Romelu Lukaku', 'Ruben Loftus-Cheek', 'Hakim Ziyech', 'Kenedy', 'Malang Sarr', 'Harvey Vale']","[[46, 'Ruben Loftus-Cheek', 'César Azpilicueta'], [85, ""N'Golo Kanté"", 'Mateo Kovačić'], [86, 'Romelu Lukaku', 'Timo Werner']]",[],"[3, 14, 90]","[[46, 'Milot Rashica', 'Mathias Normann'], [46, 'Lukas Rupp', 'Christoph Zimmermann'], [84, 'Jon Rowe', 'Josh Sargent']]","[[46, 'Ruben Loftus-Cheek', 'César Azpilicueta'], [85, ""N'Golo Kanté"", 'Mateo Kovačić'], [86, 'Romelu Lukaku', 'Timo Werner']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Leeds United,Aston Villa,0,3,"['Illan Meslier', 'Luke Ayling', 'Junior Firpo', 'Adam Forshaw', 'Robin Koch', 'Raphinha', 'Stuart Dallas', 'Rodrigo', 'Daniel James', 'Pascal Struijk', 'Jack Harrison']","['Kristoffer Klaesson', 'Patrick Bamford', 'Diego Llorente', 'Joe Gelhardt', 'Charlie Cresswell', 'Crysencio Summerville', 'Sam Greenwood', 'Mateusz Klich', 'Jamie Shackleton']","[[46, 'Joe Gelhardt', 'Rodrigo'], [58, 'Patrick Bamford', 'Jack Harrison'], [67, 'Mateusz Klich', 'Adam Forshaw']]","['Emiliano Martínez', 'Matty Cash', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Calum Chambers', 'Danny Ings', 'Philippe Coutinho', 'Lucas Digne', 'Jacob Ramsey']","['Robin Olsen', 'Ezri Konsa', 'Morgan Sanson', 'Emi Buendía', 'Bertrand Traoré', 'Ashley Young', 'Leon Bailey', 'Carney Chukwuemeka', 'Tim Iroegbunam']","[[71, 'Morgan Sanson', 'Danny Ings'], [77, 'Emi Buendía', 'Philippe Coutinho'], [86, 'Ashley Young', 'Douglas Luiz']]",[],"[22, 65, 73]","[[46, 'Joe Gelhardt', 'Rodrigo'], [58, 'Patrick Bamford', 'Jack Harrison'], [67, 'Mateusz Klich', 'Adam Forshaw']]","[[71, 'Morgan Sanson', 'Danny Ings'], [77, 'Emi Buendía', 'Philippe Coutinho'], [86, 'Ashley Young', 'Douglas Luiz']]"
2021-2022,Brighton & Hove Albion,Liverpool,0,2,"['Robert Sánchez', 'Tariq Lamptey', 'Marc Cucurella', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Leandro Trossard', 'Steven Alzate', 'Solly March', 'Joël Veltman']","['Jason Steele', 'Thomas Mcgill', 'Enock Mwepu', 'Pascal Groß', 'Adam Lallana', 'Jakub Moder', 'Danny Welbeck', 'Shane Duffy', 'Marc Leonard']","[[46, 'Adam Lallana', 'Steven Alzate'], [53, 'Pascal Groß', 'Adam Lallana'], [66, 'Danny Welbeck', 'Yves Bissouma']]","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Naby Keïta', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Luis Díaz', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'Thiago Alcántara', 'James Milner', 'Roberto Firmino', 'Joe Gomez', 'Curtis Jones', 'Diogo Jota', 'Kostas Tsimikas', 'Harvey Elliott']","[[65, 'Diogo Jota', 'Mohamed Salah'], [65, 'Thiago Alcántara', 'Naby Keïta'], [86, 'James Milner', 'Jordan Henderson']]",[],[19],"[[46, 'Adam Lallana', 'Steven Alzate'], [53, 'Pascal Groß', 'Adam Lallana'], [66, 'Danny Welbeck', 'Yves Bissouma']]","[[65, 'Diogo Jota', 'Mohamed Salah'], [65, 'Thiago Alcántara', 'Naby Keïta'], [86, 'James Milner', 'Jordan Henderson']]"
2021-2022,Brentford,Burnley,2,0,"['David Raya', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Christian Eriksen', 'Vitaly Janelt']","['Jonas Lössl', 'Mathias Jensen', 'Yoane Wissa', 'Saman Ghoddos', 'Frank Onyeka', 'Mathias Jørgensen', 'Shandon Baptiste', 'Mads Bech Sørensen', 'Mads Roerslev']","[[75, 'Yoane Wissa', 'Sergi Canós'], [81, 'Mathias Jensen', 'Christian Nørgaard'], [90, 'Frank Onyeka', 'Bryan Mbeumo']]","['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Wout Weghorst', 'Dwight McNeil', 'Connor Roberts', 'Aaron Lennon', 'Ashley Westwood', 'Maxwel Cornet', 'Nathan Collins']","['Wayne Hennessey', 'Matthew Lowton', 'Jack Cork', 'Ashley Barnes', 'Dale Stephens', 'Jay Rodriguez', 'Phil Bardsley', 'Kevin Long', 'Bobby Thomas']","[[67, 'Jay Rodriguez', 'Wout Weghorst']]",[85],[],"[[75, 'Yoane Wissa', 'Sergi Canós'], [81, 'Mathias Jensen', 'Christian Nørgaard'], [90, 'Frank Onyeka', 'Bryan Mbeumo']]","[[67, 'Jay Rodriguez', 'Wout Weghorst']]"
2021-2022,Manchester United,Tottenham Hotspur,3,2,"['David de Gea', 'Harry Maguire', 'Paul Pogba', 'Cristiano Ronaldo', 'Marcus Rashford', 'Fred', 'Raphaël Varane', 'Diogo Dalot', 'Jadon Sancho', 'Alex Telles', 'Nemanja Matić']","['Dean Henderson', 'Victor Lindelöf', 'Eric Bailly', 'Phil Jones', 'Juan Mata', 'Jesse Lingard', 'Edinson Cavani', 'Aaron Wan-Bissaka', 'Anthony Elanga']","[[68, 'Anthony Elanga', 'Marcus Rashford'], [80, 'Edinson Cavani', 'Nemanja Matić'], [83, 'Victor Lindelöf', 'Cristiano Ronaldo']]","['Hugo Lloris', 'Matt Doherty', 'Sergio Reguilón', 'Cristian Romero', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Dejan Kulusevski', 'Rodrigo Bentancur', 'Ben Davies']","['Pierluigi Gollini', 'Davinson Sánchez', 'Harry Winks', 'Emerson', 'Joe Rodon', 'Steven Bergwijn', 'Lucas Moura', 'Harvey White', 'Dane Scarlett']","[[78, 'Lucas Moura', 'Dejan Kulusevski'], [87, 'Steven Bergwijn', 'Ben Davies'], [88, 'Harry Winks', 'Rodrigo Bentancur']]","[12, 38, 81]",[],"[[68, 'Anthony Elanga', 'Marcus Rashford'], [80, 'Edinson Cavani', 'Nemanja Matić'], [83, 'Victor Lindelöf', 'Cristiano Ronaldo']]","[[78, 'Lucas Moura', 'Dejan Kulusevski'], [87, 'Steven Bergwijn', 'Ben Davies'], [88, 'Harry Winks', 'Rodrigo Bentancur']]"
2021-2022,Chelsea,Newcastle United,1,0,"['Edouard Mendy', 'Antonio Rüdiger', 'Andreas Christensen', 'Jorginho', ""N'Golo Kanté"", 'Timo Werner', 'Trevoh Chalobah', 'Mason Mount', 'Hakim Ziyech', 'Kai Havertz', 'Malang Sarr']","['Kepa Arrizabalaga', 'Marcos Alonso', 'Thiago Silva', 'Mateo Kovačić', 'Romelu Lukaku', 'Christian Pulisic', 'Ruben Loftus-Cheek', 'Saúl Ñíguez', 'Ross Barkley']","[[63, 'Romelu Lukaku', 'Timo Werner'], [63, 'Mateo Kovačić', 'Mason Mount'], [78, 'Christian Pulisic', 'Malang Sarr']]","['Martin Dúbravka', 'Fabian Schär', 'Jamaal Lascelles', 'Matt Targett', 'Javier Manquillo', 'Chris Wood', 'Jacob Murphy', 'Miguel Almirón', 'Dan Burn', 'Sean Longstaff', 'Bruno Guimarães']","['Karl Darlow', 'Mark Gillespie', 'Paul Dummett', 'Allan Saint-Maximin', 'Matt Ritchie', 'Emil Krafth', 'Ryan Fraser', 'Dwight Gayle', 'Lucas De Bolle']","[[69, 'Allan Saint-Maximin', 'Miguel Almirón'], [90, 'Dwight Gayle', 'Javier Manquillo'], [90, 'Ryan Fraser', 'Jacob Murphy']]",[89],[],"[[63, 'Romelu Lukaku', 'Timo Werner'], [63, 'Mateo Kovačić', 'Mason Mount'], [78, 'Christian Pulisic', 'Malang Sarr']]","[[69, 'Allan Saint-Maximin', 'Miguel Almirón'], [90, 'Dwight Gayle', 'Javier Manquillo'], [90, 'Ryan Fraser', 'Jacob Murphy']]"
2021-2022,Southampton,Watford,1,2,"['Fraser Forster', 'Kyle Walker-Peters', 'Oriol Romeu', 'James Ward-Prowse', 'Che Adams', 'Romain Perraud', 'Stuart Armstrong', 'William Smallbone', 'Mohammed Salisu', 'Mohamed Elyounoussi', 'Jan Bednarek']","['Willy Caballero', 'Jack Stephens', 'Shane Long', 'Adam Armstrong', 'Nathan Redmond', 'Armando Broja', 'Ibrahima Diallo', 'Theo Walcott', 'Yan Valery']","[[46, 'Armando Broja', 'William Smallbone'], [74, 'Nathan Redmond', 'Oriol Romeu'], [90, 'Shane Long', 'Armando Broja']]","['Ben Foster', 'Imran Louza', 'João Pedro', 'Hassane Kamara', 'Moussa Sissoko', 'Kiko Femenía', 'Samir Santos', 'Emmanuel Dennis', 'Christian Kabasele', 'Cucho', 'Juraj Kucka']","['Daniel Bachmann', 'William Troost-Ekong', 'Joshua King', 'Tom Cleverley', 'Adam Masina', 'Ken Sema', 'Craig Cathcart', 'Samuel Kalu', 'Edo Kayembe']","[[87, 'Joshua King', 'Emmanuel Dennis'], [90, 'Craig Cathcart', 'Kiko Femenía'], [90, 'Ken Sema', 'Cucho']]",[45],"[14, 34]","[[46, 'Armando Broja', 'William Smallbone'], [74, 'Nathan Redmond', 'Oriol Romeu'], [90, 'Shane Long', 'Armando Broja']]","[[87, 'Joshua King', 'Emmanuel Dennis'], [90, 'Craig Cathcart', 'Kiko Femenía'], [90, 'Ken Sema', 'Cucho']]"
2021-2022,West Ham United,Aston Villa,2,1,"['Łukasz Fabiański', 'Aaron Cresswell', 'Kurt Zouma', 'Pablo Fornals', 'Michail Antonio', 'Manuel Lanzini', 'Craig Dawson', 'Saïd Benrahma', 'Tomáš Souček', 'Ben Johnson', 'Declan Rice']","['Alphonse Areola', 'Andriy Yarmolenko', 'Mark Noble', 'Issa Diop', 'Ryan Fredericks', 'Arthur Masuaku', 'Alex Král', 'Armstrong Okoflex', 'Sonny Perkins']","[[52, 'Andriy Yarmolenko', 'Michail Antonio'], [57, 'Ryan Fredericks', 'Aaron Cresswell'], [87, 'Issa Diop', 'Saïd Benrahma']]","['Emiliano Martínez', 'Matty Cash', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Calum Chambers', 'Danny Ings', 'Philippe Coutinho', 'Lucas Digne', 'Jacob Ramsey']","['Robin Olsen', 'Ezri Konsa', 'Morgan Sanson', 'Emi Buendía', 'Bertrand Traoré', 'Ashley Young', 'Leon Bailey', 'Carney Chukwuemeka', 'Tim Iroegbunam']","[[10, 'Ashley Young', 'Lucas Digne'], [69, 'Leon Bailey', 'Danny Ings'], [79, 'Emi Buendía', 'Douglas Luiz']]","[70, 82]",[90],"[[52, 'Andriy Yarmolenko', 'Michail Antonio'], [57, 'Ryan Fredericks', 'Aaron Cresswell'], [87, 'Issa Diop', 'Saïd Benrahma']]","[[10, 'Ashley Young', 'Lucas Digne'], [69, 'Leon Bailey', 'Danny Ings'], [79, 'Emi Buendía', 'Douglas Luiz']]"
2021-2022,Everton,Wolverhampton Wanderers,0,1,"['Jordan Pickford', 'Jonjoe Kenny', 'Mason Holgate', 'Richarlison', 'Demarai Gray', 'Abdoulaye Doucouré', 'Vitaliy Mykolenko', 'Ben Godfrey', 'Séamus Coleman', 'Anthony Gordon', 'Donny van de Beek']","['Asmir Begović', 'Michael Keane', 'Allan', 'Andros Townsend', 'Alex Iwobi', 'André Gomes', 'Salomón Rondón', 'Anwar El Ghazi', 'Dele Alli']","[[59, 'Dele Alli', 'Vitaliy Mykolenko'], [74, 'Andros Townsend', 'Demarai Gray']]","['José Sá', 'Fernando Marçal', 'Rúben Neves', 'Raúl Jiménez', 'Conor Coady', 'Jonny Castro', 'Max Kilman', 'Hwang Hee-chan', 'Romain Saïss', 'João Moutinho', 'Leander Dendoncker']","['John Ruddy', 'Rayan Aït Nouri', 'Daniel Podence', 'Francisco Trincão', 'Willy Boly', 'Fábio Silva', 'Chiquinho', 'Toti Gomes', 'Luke Cundle']","[[16, 'Daniel Podence', 'Hwang Hee-chan'], [83, 'Francisco Trincão', 'Leander Dendoncker'], [88, 'Fábio Silva', 'Raúl Jiménez']]",[],[49],"[[59, 'Dele Alli', 'Vitaliy Mykolenko'], [74, 'Andros Townsend', 'Demarai Gray']]","[[16, 'Daniel Podence', 'Hwang Hee-chan'], [83, 'Francisco Trincão', 'Leander Dendoncker'], [88, 'Fábio Silva', 'Raúl Jiménez']]"
2021-2022,Leeds United,Norwich City,2,1,"['Illan Meslier', 'Luke Ayling', 'Adam Forshaw', 'Patrick Bamford', 'Raphinha', 'Diego Llorente', 'Stuart Dallas', 'Rodrigo', 'Daniel James', 'Pascal Struijk', 'Mateusz Klich']","['Kristoffer Klaesson', 'Robin Koch', 'Jack Harrison', 'Lewis Bate', 'Joe Gelhardt', 'Charlie Cresswell', 'Crysencio Summerville', 'Sam Greenwood', 'Jamie Shackleton']","[[46, 'Jack Harrison', 'Patrick Bamford'], [60, 'Robin Koch', 'Rodrigo'], [90, 'Joe Gelhardt', 'Mateusz Klich']]","['Tim Krul', 'Max Aarons', 'Ben Gibson', 'Lukas Rupp', 'Ozan Kabak', 'Milot Rashica', 'Pierre Lees-Melou', 'Brandon Williams', 'Teemu Pukki', 'Kenny McLean', 'Josh Sargent']","['Angus Gunn', 'Billy Gilmour', 'Kieran Dowell', 'Przemysław Płacheta', 'Mathias Normann', 'Jakob Sørensen', 'Dimitris Giannoulis', 'Jonathan Tomkinson', 'Jon Rowe']","[[46, 'Mathias Normann', 'Lukas Rupp'], [62, 'Jon Rowe', 'Josh Sargent'], [88, 'Billy Gilmour', 'Max Aarons']]","[14, 90]",[90],"[[46, 'Jack Harrison', 'Patrick Bamford'], [60, 'Robin Koch', 'Rodrigo'], [90, 'Joe Gelhardt', 'Mateusz Klich']]","[[46, 'Mathias Normann', 'Lukas Rupp'], [62, 'Jon Rowe', 'Josh Sargent'], [88, 'Billy Gilmour', 'Max Aarons']]"
2021-2022,Arsenal,Leicester City,2,0,"['Aaron Ramsdale', 'Kieran Tierney', 'Ben White', 'Thomas Partey', 'Gabriel Dos Santos', 'Bukayo Saka', 'Martin Ødegaard', 'Alexandre Lacazette', 'Cédric Soares', 'Granit Xhaka', 'Martinelli']","['Bernd Leno', 'Emile Smith Rowe', 'Rob Holding', 'Nicolas Pépé', 'Nuno Tavares', 'Albert Sambi Lokonga', 'Mohamed Elneny', 'Eddie Nketiah', 'Zak Swanson']","[[78, 'Emile Smith Rowe', 'Martinelli'], [85, 'Nicolas Pépé', 'Bukayo Saka'], [88, 'Eddie Nketiah', 'Alexandre Lacazette']]","['Kasper Schmeichel', 'Çağlar Söyüncü', 'Harvey Barnes', 'James Maddison', 'Marc Albrighton', 'Kelechi Iheanacho', 'Daniel Amartey', 'Ricardo Pereira', 'Kiernan Dewsbury-Hall', 'Nampalys Mendy', 'Luke Thomas']","['Eldin Jakupović', 'James Justin', 'Youri Tielemans', 'Ayoze Pérez', 'Hamza Choudhury', 'Jannik Vestergaard', 'Wilfred Ndidi', 'Patson Daka', 'Ademola Lookman']","[[61, 'James Justin', 'Ricardo Pereira'], [61, 'Wilfred Ndidi', 'Nampalys Mendy'], [74, 'Patson Daka', 'Kelechi Iheanacho']]",[11],[],"[[78, 'Emile Smith Rowe', 'Martinelli'], [85, 'Nicolas Pépé', 'Bukayo Saka'], [88, 'Eddie Nketiah', 'Alexandre Lacazette']]","[[61, 'James Justin', 'Ricardo Pereira'], [61, 'Wilfred Ndidi', 'Nampalys Mendy'], [74, 'Patson Daka', 'Kelechi Iheanacho']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Crystal Palace,Manchester City,0,0,"['Vicente Guaita', 'Tyrick Mitchell', 'Marc Guéhi', 'Michael Olise', 'Cheikhou Kouyaté', 'Wilfried Zaha', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Joachim Andersen', 'Nathaniel Clyne', 'Conor Gallagher']","['Jack Butland', 'Remi Matthews', 'Joel Ward', 'James Tomkins', 'Jordan Ayew', 'Eberechi Eze', 'Christian Benteke', 'Odsonne Édouard', 'Jaïro Riedewald']","[[65, 'Odsonne Édouard', 'Jean-Philippe Mateta'], [65, 'Jordan Ayew', 'Michael Olise']]","['Ederson', 'Kyle Walker', 'John Stones', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Riyad Mahrez', 'João Cancelo', 'Phil Foden']","['Zack Steffen', 'Scott Carson', 'Nathan Aké', 'Raheem Sterling', 'İlkay Gündoğan', 'Gabriel Jesus', 'Oleksandr Zinchenko', 'Fernandinho', 'Luke Mbete-Tatu']",[],[],[],"[[65, 'Odsonne Édouard', 'Jean-Philippe Mateta'], [65, 'Jordan Ayew', 'Michael Olise']]",[]
2021-2022,Brighton & Hove Albion,Tottenham Hotspur,0,2,"['Robert Sánchez', 'Marc Cucurella', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Leandro Trossard', 'Pascal Groß', 'Solly March', 'Shane Duffy', 'Joël Veltman']","['Jason Steele', 'Tariq Lamptey', 'Enock Mwepu', 'Jakub Moder', 'Steven Alzate', 'Danny Welbeck', 'Moisés Caicedo', 'Marc Leonard', 'Jeremy Sarmiento']","[[62, 'Danny Welbeck', 'Yves Bissouma'], [78, 'Tariq Lamptey', 'Pascal Groß'], [78, 'Jakub Moder', 'Joël Veltman']]","['Hugo Lloris', 'Matt Doherty', 'Sergio Reguilón', 'Cristian Romero', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Dejan Kulusevski', 'Rodrigo Bentancur', 'Ben Davies']","['Pierluigi Gollini', 'Davinson Sánchez', 'Harry Winks', 'Emerson', 'Joe Rodon', 'Steven Bergwijn', 'Lucas Moura', 'Harvey White', 'Dane Scarlett']","[[80, 'Lucas Moura', 'Son Heung-min'], [80, 'Emerson', 'Matt Doherty'], [90, 'Steven Bergwijn', 'Dejan Kulusevski']]",[],"[37, 57]","[[62, 'Danny Welbeck', 'Yves Bissouma'], [78, 'Tariq Lamptey', 'Pascal Groß'], [78, 'Jakub Moder', 'Joël Veltman']]","[[80, 'Lucas Moura', 'Son Heung-min'], [80, 'Emerson', 'Matt Doherty'], [90, 'Steven Bergwijn', 'Dejan Kulusevski']]"
2021-2022,Arsenal,Liverpool,0,2,"['Aaron Ramsdale', 'Kieran Tierney', 'Ben White', 'Thomas Partey', 'Gabriel Dos Santos', 'Bukayo Saka', 'Martin Ødegaard', 'Alexandre Lacazette', 'Cédric Soares', 'Granit Xhaka', 'Martinelli']","['Bernd Leno', 'Emile Smith Rowe', 'Rob Holding', 'Nicolas Pépé', 'Nuno Tavares', 'Albert Sambi Lokonga', 'Mohamed Elneny', 'Eddie Nketiah', 'Zak Swanson']","[[67, 'Emile Smith Rowe', 'Martin Ødegaard'], [74, 'Nicolas Pépé', 'Bukayo Saka'], [80, 'Eddie Nketiah', 'Alexandre Lacazette']]","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Thiago Alcántara', 'Sadio Mané', 'Jordan Henderson', 'Diogo Jota', 'Luis Díaz', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'Ibrahima Konaté', 'Naby Keïta', 'Roberto Firmino', 'Mohamed Salah', 'Joe Gomez', 'Alex Oxlade-Chamberlain', 'Curtis Jones', 'Takumi Minamino']","[[56, 'Mohamed Salah', 'Luis Díaz'], [56, 'Roberto Firmino', 'Diogo Jota'], [90, 'Curtis Jones', 'Thiago Alcántara']]",[],"[54, 62]","[[67, 'Emile Smith Rowe', 'Martin Ødegaard'], [74, 'Nicolas Pépé', 'Bukayo Saka'], [80, 'Eddie Nketiah', 'Alexandre Lacazette']]","[[56, 'Mohamed Salah', 'Luis Díaz'], [56, 'Roberto Firmino', 'Diogo Jota'], [90, 'Curtis Jones', 'Thiago Alcántara']]"
2021-2022,Everton,Newcastle United,1,0,"['Asmir Begović', 'Mason Holgate', 'Michael Keane', 'Allan', 'Richarlison', 'Demarai Gray', 'Abdoulaye Doucouré', 'Alex Iwobi', 'Ben Godfrey', 'Séamus Coleman', 'Anthony Gordon']","['Andy Lonergan', 'Harry Tyrer', 'Nathan Patterson', 'Dominic Calvert-Lewin', 'Andros Townsend', 'Vitaliy Mykolenko', 'André Gomes', 'Salomón Rondón', 'Dele Alli']","[[76, 'Dominic Calvert-Lewin', 'Demarai Gray'], [88, 'André Gomes', 'Richarlison'], [90, 'Andros Townsend', 'Anthony Gordon']]","['Martin Dúbravka', 'Fabian Schär', 'Joelinton', 'Matt Targett', 'Emil Krafth', 'Chris Wood', 'Ryan Fraser', 'Miguel Almirón', 'Joe Willock', 'Dan Burn', 'Bruno Guimarães']","['Karl Darlow', 'Paul Dummett', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Matt Ritchie', 'Javier Manquillo', 'Jacob Murphy', 'Dwight Gayle', 'Sean Longstaff']","[[71, 'Allan Saint-Maximin', 'Miguel Almirón'], [85, 'Jacob Murphy', 'Ryan Fraser'], [90, 'Javier Manquillo', 'Emil Krafth']]",[90],[],"[[76, 'Dominic Calvert-Lewin', 'Demarai Gray'], [88, 'André Gomes', 'Richarlison'], [90, 'Andros Townsend', 'Anthony Gordon']]","[[71, 'Allan Saint-Maximin', 'Miguel Almirón'], [85, 'Jacob Murphy', 'Ryan Fraser'], [90, 'Javier Manquillo', 'Emil Krafth']]"
